Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TATAMOTORS,EQ,9-Jun-14,439.1,439.5,453.4,439.5,447.75,448.6,447.22,6990208,3126134606,110492,2786169,39.86
TATAMOTORS,EQ,10-Jun-14,448.6,450.3,455.4,442.45,452.1,453.4,450.67,6351229,2862294489,93987,2830693,44.57
TATAMOTORS,EQ,11-Jun-14,453.4,452,453.5,437.75,443.55,445.75,446.7,5822019,2600669386,93335,2247752,38.61
TATAMOTORS,EQ,12-Jun-14,445.75,445,451.45,441.75,448.95,449.55,447.74,4224821,1891632998,54103,2115775,50.08
TATAMOTORS,EQ,13-Jun-14,449.55,449.95,450.25,435,437.4,438.25,441.58,5398821,2384034206,72306,2862255,53.02
TATAMOTORS,EQ,16-Jun-14,438.25,436.5,438.25,429.05,429.6,430.85,431.94,4751076,2052196447,87116,2708589,57.01
TATAMOTORS,EQ,17-Jun-14,430.85,434.1,443.2,427.15,439.6,440.9,434.85,4834977,2102481393,93449,2427836,50.21
TATAMOTORS,EQ,18-Jun-14,440.9,444.5,445,430.55,431.15,433.15,436.92,3014079,1316908931,63850,1226096,40.68
TATAMOTORS,EQ,19-Jun-14,433.15,438,443.8,435,439.1,438.6,438.88,6664761,2925010241,111020,2955123,44.34
TATAMOTORS,EQ,20-Jun-14,438.6,441.2,442.05,432.95,433.95,438.05,437.56,4730789,2069982895,111233,2797200,59.13
TATAMOTORS,EQ,23-Jun-14,438.05,436.4,442.5,431.2,434.05,435.6,436.69,3759439,1641694401,135824,1953920,51.97
TATAMOTORS,EQ,24-Jun-14,435.6,434.1,445.6,434.1,440.95,442.15,440.68,3977357,1752751005,92766,1894039,47.62
TATAMOTORS,EQ,25-Jun-14,442.15,441.05,448.6,439.2,445,443.25,445.43,4431204,1973806478,85999,1969291,44.44
TATAMOTORS,EQ,26-Jun-14,443.25,443,448.85,436.2,437.4,438,441.68,4030884,1780367339,41625,1915968,47.53
TATAMOTORS,EQ,27-Jun-14,438,437.1,440.85,430.1,432.4,432.35,434.51,2593373,1126854541,54682,1272326,49.06
TATAMOTORS,EQ,30-Jun-14,432.35,434,436.2,429.05,430.6,431.3,432.9,3209913,1389560059,69206,1971805,61.43
TATAMOTORS,EQ,1-Jul-14,431.3,432.8,452.9,432.8,452.7,450.8,444.89,6363294,2830951956,73226,2465003,38.74
TATAMOTORS,EQ,2-Jul-14,450.8,451.4,458.6,445.1,453.45,455.8,452.7,5764628,2609619193,77282,1901614,32.99
TATAMOTORS,EQ,3-Jul-14,455.8,455.8,472.8,455,470.05,469.75,465.68,10030921,4671242373,146773,4028513,40.16
TATAMOTORS,EQ,4-Jul-14,469.75,470,474.25,466.5,468.75,469.45,469.97,6984574,3282534926,115705,3678675,52.67
TATAMOTORS,EQ,7-Jul-14,469.45,474,479.95,472.1,478.9,478.85,476.7,5245180,2500365042,64565,3158903,60.22
TATAMOTORS,EQ,8-Jul-14,478.85,479.5,484.7,465.35,468.1,470,475.84,6686015,3181497053,76179,3307928,49.48
TATAMOTORS,EQ,9-Jul-14,470,469.8,469.9,453,455.1,457.25,459.41,3885806,1785167431,75697,1536153,39.53
TATAMOTORS,EQ,10-Jul-14,457.25,460.2,474.75,449.75,451.2,453.15,461.24,5303111,2445986364,66522,1800889,33.96
TATAMOTORS,EQ,11-Jul-14,453.15,455.25,461.45,443.8,447.6,445.95,449.63,2709162,1218130557,44310,901027,33.26
TATAMOTORS,EQ,14-Jul-14,445.95,445,458.85,442.6,457.55,456,449.01,3573195,1604411810,79952,1589316,44.48
TATAMOTORS,EQ,15-Jul-14,456,458.25,464.9,456.7,462.8,462.9,461.31,3571017,1647351821,67944,1810039,50.69
TATAMOTORS,EQ,16-Jul-14,462.9,466.2,471.6,462.1,470,470.3,467.78,3554224,1662594867,82465,1728669,48.64
TATAMOTORS,EQ,17-Jul-14,470.3,467,477.35,465.15,473.8,475.3,472.55,5060355,2391271965,77571,2748661,54.32
TATAMOTORS,EQ,18-Jul-14,475.3,471.8,477.5,466.35,475.65,475.3,473.01,4104064,1941256741,79089,2164608,52.74
TATAMOTORS,EQ,21-Jul-14,475.3,476.25,478.45,470,475.5,474.95,473.42,2125042,1006047804,47057,902277,42.46
TATAMOTORS,EQ,22-Jul-14,474.95,474.95,488.2,472.25,487,486.7,481.81,4200537,2023874956,61465,1790233,42.62
TATAMOTORS,EQ,23-Jul-14,486.7,485.5,487.9,476.75,485.5,484.85,483.44,4694832,2269651154,58197,2671177,56.9
TATAMOTORS,EQ,24-Jul-14,484.85,483.2,487.2,477.1,484.55,485.25,482.37,3303449,1593483137,68065,1696949,51.37
TATAMOTORS,EQ,25-Jul-14,485.25,486,486,456.4,457.25,461.1,469.13,6276194,2944331711,117423,3955264,63.02
TATAMOTORS,EQ,28-Jul-14,461.1,456.5,470.05,451.3,454.35,453.85,458.14,8303008,3803904269,115452,5288854,63.7
TATAMOTORS,EQ,30-Jul-14,453.85,455,455.45,442,451.4,451.35,447.79,13451030,6023293265,160284,11020352,81.93
TATAMOTORS,EQ,31-Jul-14,451.35,453,454.7,445.05,447.55,446.75,448.69,9372425,4205279131,96172,6979472,74.47
TATAMOTORS,EQ,1-Aug-14,446.75,444.8,455.75,438,439.6,440,448.66,8788380,3943004686,118217,5489021,62.46
TATAMOTORS,EQ,4-Aug-14,440,442.3,448.4,441.15,446.55,446.6,445.3,7438170,3312184316,77845,5070383,68.17
TATAMOTORS,EQ,5-Aug-14,446.6,449.7,457.9,444.2,456.1,456.8,451.45,3987890,1800323705,43221,1824933,45.76
TATAMOTORS,EQ,6-Aug-14,456.8,455,455,445.2,447.25,447.55,449.1,4807563,2159089416,56781,2406690,50.06
TATAMOTORS,EQ,7-Aug-14,447.55,447.6,450.35,440.2,442.95,442,444.36,4819648,2141647718,83581,2544385,52.79
TATAMOTORS,EQ,8-Aug-14,442,437.5,437.85,430.4,433.45,432.9,432.94,6422294,2780452050,138022,4256175,66.27
TATAMOTORS,EQ,11-Aug-14,432.9,439.6,448.45,437,447.2,446.55,444.45,8643044,3841418421,160433,4962062,57.41
TATAMOTORS,EQ,12-Aug-14,446.55,481,482,468.4,473.3,474,473.89,14729593,6980145132,157646,4883465,33.15
TATAMOTORS,EQ,13-Aug-14,474,477.05,479.85,466.1,473.95,473.5,473.16,6232455,2948947393,94847,2716223,43.58
TATAMOTORS,EQ,14-Aug-14,473.5,474.35,485.85,473.65,484.85,484.6,481.36,6349274,3056306802,82901,3193892,50.3
TATAMOTORS,EQ,18-Aug-14,484.6,489.05,505.65,488.9,505.05,503.8,499.04,8564539,4274087763,108555,4309605,50.32
TATAMOTORS,EQ,19-Aug-14,503.8,507.5,520.7,505.55,520.6,518.85,513.22,9859931,5060300086,131331,4979420,50.5
TATAMOTORS,EQ,20-Aug-14,518.85,519,522,510.9,511.05,512.25,515.78,5409421,2790084502,95723,2647462,48.94
TATAMOTORS,EQ,21-Aug-14,512.25,516,518.15,506.15,511.65,512.75,512.62,5405948,2771224072,70205,2978409,55.1
TATAMOTORS,EQ,22-Aug-14,512.75,515.25,520.65,510.6,512.3,511.55,514.79,4357503,2243192361,63873,2272775,52.16
TATAMOTORS,EQ,25-Aug-14,511.55,517,518,505.35,507.45,508.4,512.93,3963009,2032729058,70287,2348421,59.26
TATAMOTORS,EQ,26-Aug-14,508.4,498.5,515.2,496.35,514.15,512.65,507.71,4674270,2373189779,76268,1692400,36.21
TATAMOTORS,EQ,27-Aug-14,512.65,518.9,524,516.2,524,521.7,520.46,3863988,2011038261,82828,1354711,35.06
TATAMOTORS,EQ,28-Aug-14,521.7,523.7,531.65,522.65,524.2,525.05,527.05,5538124,2918864932,77525,2905954,52.47
TATAMOTORS,EQ,1-Sep-14,525.05,526,529.5,516.75,520.7,520,520.67,6254629,3256581204,74771,4167274,66.63
TATAMOTORS,EQ,2-Sep-14,520,520,520.75,512.05,516.9,516.25,515.85,4650966,2399183293,58994,2604668,56
TATAMOTORS,EQ,3-Sep-14,516.25,526.1,530.5,521.3,523.45,522.6,524.47,7316875,3837457609,77198,4572260,62.49
TATAMOTORS,EQ,4-Sep-14,522.6,522.7,522.7,509.25,513.05,513,513.41,7803460,4006335650,110104,5643109,72.32
TATAMOTORS,EQ,5-Sep-14,513,513,516.6,503.15,505.7,506,509.73,9954962,5074335502,93030,6572377,66.02
TATAMOTORS,EQ,8-Sep-14,506,508,512,502.9,510.2,510.1,506.83,9167389,4646283765,73963,7132831,77.81
TATAMOTORS,EQ,9-Sep-14,510.1,511.1,518.4,507.6,517.3,517.15,514.26,9037982,4647870081,98072,6123800,67.76
TATAMOTORS,EQ,10-Sep-14,517.15,513.8,520.95,512.4,515.5,516.55,517.67,7237841,3746825222,68063,5047584,69.74
TATAMOTORS,EQ,11-Sep-14,516.55,518,518.3,511,513,514.35,514.56,3952038,2033555106,71684,2077377,52.56
TATAMOTORS,EQ,12-Sep-14,514.35,515,519.35,513.4,517.15,517.2,516.68,4596246,2374799440,52038,3070494,66.8
TATAMOTORS,EQ,15-Sep-14,517.2,512,515.4,510.15,512.65,512.4,512.61,2970679,1522801155,57889,1841642,61.99
TATAMOTORS,EQ,16-Sep-14,512.4,510,510.75,494.65,500,499.75,503.34,5734024,2886174968,70246,3519479,61.38
TATAMOTORS,EQ,17-Sep-14,499.75,502,509.5,491.4,506.85,506.95,500.41,4947732,2475896522,74888,2739269,55.36
TATAMOTORS,EQ,18-Sep-14,506.95,505.7,526.8,500.7,524.35,525.4,517.05,7051279,3645844255,114517,4055275,57.51
TATAMOTORS,EQ,19-Sep-14,525.4,525.2,529,516.55,519.75,518.9,523.4,5132096,2686114786,74583,3043696,59.31
TATAMOTORS,EQ,22-Sep-14,518.9,515,542.5,514,539.35,540.05,533.76,7888770,4210704519,117475,3499972,44.37
TATAMOTORS,EQ,23-Sep-14,540.05,541.7,542.6,516.1,518.75,517.8,528.91,7448994,3939859350,88464,4076620,54.73
TATAMOTORS,EQ,24-Sep-14,517.8,516,517.75,506.55,512.95,513.4,513.01,3846158,1973107353,45019,1471267,38.25
TATAMOTORS,EQ,25-Sep-14,513.4,512.7,514.75,500,505,504.35,506.83,6322423,3204364847,65782,4001452,63.29
TATAMOTORS,EQ,26-Sep-14,504.35,502.1,513.05,492.35,510.15,511.1,503.89,7175476,3615667614,92507,3930894,54.78
TATAMOTORS,EQ,29-Sep-14,511.1,510.1,515.6,507.65,510.25,510.75,511.24,5106197,2610502010,63329,3224723,63.15
TATAMOTORS,EQ,30-Sep-14,510.75,514.7,514.7,500.3,502.7,502.15,509.44,5517683,2810936532,50426,2989775,54.19
TATAMOTORS,EQ,1-Oct-14,502.15,501.2,507.4,499.25,506.15,502.75,504.3,3687493,1859596479,64441,2018927,54.75
TATAMOTORS,EQ,7-Oct-14,502.75,502.75,516.8,502.75,505,504.95,509.83,5404357,2755294598,115646,2587493,47.88
TATAMOTORS,EQ,8-Oct-14,504.95,507,512.7,502,509.1,509,509.17,3921022,1996467025,65566,2096953,53.48
TATAMOTORS,EQ,9-Oct-14,509,514.95,522.5,513.3,518.3,520.6,517.72,3718984,1925390061,46067,2060040,55.39
TATAMOTORS,EQ,10-Oct-14,520.6,514.5,514.5,489.35,494.9,492.7,497.19,7455947,3707052794,105107,3728188,50
TATAMOTORS,EQ,13-Oct-14,492.7,490,498.2,480.05,496.1,496.25,489.6,5138424,2515786062,93101,1774612,34.54
TATAMOTORS,EQ,14-Oct-14,496.25,498.9,500.2,486.1,489.25,488,490.67,3845609,1886909888,76433,1573864,40.93
TATAMOTORS,EQ,16-Oct-14,488,485.45,501.1,481.7,484.45,483.8,492.28,6573240,3235855235,108403,3009700,45.79
TATAMOTORS,EQ,17-Oct-14,483.8,483.75,483.75,468,475.35,475.8,475.83,9493560,4517350661,126647,5306903,55.9
TATAMOTORS,EQ,20-Oct-14,475.8,487.9,497,484.6,493.2,494.65,492.88,5777633,2847697751,75362,2928766,50.69
TATAMOTORS,EQ,21-Oct-14,494.65,499.05,504.15,493.75,502.8,501.45,500.06,3930435,1965472534,61751,1352735,34.42
TATAMOTORS,EQ,22-Oct-14,501.45,508.65,520.5,508.65,518.65,519.15,515.4,5780947,2979495014,86037,2900126,50.17
TATAMOTORS,EQ,23-Oct-14,519.15,519,519,514.6,515.45,515.65,516.31,542351,280023827.9,7973,153836,28.36
TATAMOTORS,EQ,27-Oct-14,515.65,517,518,502.25,503.3,503.7,506.9,3143561,1593482782,52206,1683869,53.57
TATAMOTORS,EQ,28-Oct-14,503.7,505.7,511.3,503.05,509,508.65,508.4,2396689,1218468775,35757,1025176,42.77
TATAMOTORS,EQ,29-Oct-14,508.65,515.5,527.45,515.5,525.5,526.2,522.58,4369226,2283290114,66927,1922688,44.01
TATAMOTORS,EQ,30-Oct-14,526.2,522.35,531.35,520.1,525,526.95,526.45,6176152,3251442891,78801,3365457,54.49
TATAMOTORS,EQ,31-Oct-14,526.95,526.35,538.5,520.95,535.6,535.85,531.79,3914563,2081741500,60219,1513206,38.66
TATAMOTORS,EQ,3-Nov-14,535.85,530.6,535.9,526.25,530.8,531.4,530.96,2764829,1468010301,43675,1056499,38.21
TATAMOTORS,EQ,5-Nov-14,531.4,529,539.8,521.25,536.2,536,535.48,6515021,3488661552,77697,3953565,60.68
TATAMOTORS,EQ,7-Nov-14,536,537.1,543.95,532.2,533.7,533.35,536.42,2454112,1316426760,33318,1178987,48.04
TATAMOTORS,EQ,10-Nov-14,533.35,530.75,534.45,518.75,523.35,522.3,523.93,3353906,1757199012,45637,1956273,58.33
TATAMOTORS,EQ,11-Nov-14,522.3,525,527.5,517.1,523.05,521.7,521.9,2523943,1317250591,57747,1301363,51.56
TATAMOTORS,EQ,12-Nov-14,521.7,523.4,536.9,521.9,530,531.85,532.44,3579289,1905748974,70646,1774855,49.59
TATAMOTORS,EQ,13-Nov-14,531.85,533,536,523.45,526.55,526.75,528.25,2769737,1463121425,61690,1375448,49.66
TATAMOTORS,EQ,14-Nov-14,526.75,529.85,536.8,519.65,522.5,523.9,529.62,4667710,2472119844,78710,2502164,53.61
TATAMOTORS,EQ,17-Nov-14,523.9,520,547.55,520,545.15,545.25,540.43,7083220,3828003084,135377,2894154,40.86
TATAMOTORS,EQ,18-Nov-14,545.25,548.65,550.7,540.5,541.55,541.6,543.99,4499757,2447818136,97414,2615901,58.13
TATAMOTORS,EQ,19-Nov-14,541.6,544.05,544.95,522.5,530.45,529.5,532.38,4628849,2464289670,80271,2589630,55.95
TATAMOTORS,EQ,20-Nov-14,529.5,533,533.85,520.3,525.7,524.75,523.19,3788322,1982003169,44652,2259551,59.65
TATAMOTORS,EQ,21-Nov-14,524.75,528.55,539.4,527.2,531.7,531,532.1,3976809,2116043639,60541,2328411,58.55
TATAMOTORS,EQ,24-Nov-14,531,531,538.65,525,528,526.4,529.74,3753092,1988181325,49649,2389009,63.65
TATAMOTORS,EQ,25-Nov-14,526.4,528.55,529.05,513,524,521.85,521.19,4313395,2248085410,60595,2305477,53.45
TATAMOTORS,EQ,26-Nov-14,521.85,521.7,524.8,515,520.9,519.95,520.04,4589398,2386671991,68491,2846904,62.03
TATAMOTORS,EQ,27-Nov-14,519.95,515,522.85,511.5,521.85,519.95,516.41,5641394,2913250165,61948,3303561,58.56
TATAMOTORS,EQ,28-Nov-14,519.95,524.4,539,521.5,531.9,533.5,530.02,8174796,4332786934,84518,5154997,63.06
TATAMOTORS,EQ,1-Dec-14,533.5,539.85,539.85,530.1,535.05,536,534.52,5093458,2722536582,134346,3155169,61.95
TATAMOTORS,EQ,2-Dec-14,536,535.7,535.8,528.1,529,528.95,530.5,3555543,1886210374,42325,1962177,55.19
TATAMOTORS,EQ,3-Dec-14,528.95,535.2,538.8,526.3,528.3,529,532.03,3997174,2126603294,66472,1873206,46.86
TATAMOTORS,EQ,4-Dec-14,529,534,537.25,522,528.4,527.75,526.9,3600835,1897287997,59706,1792281,49.77
TATAMOTORS,EQ,5-Dec-14,527.75,524.45,530.75,522.45,524.95,525.35,526.47,2443317,1286326338,37122,1064125,43.55
TATAMOTORS,EQ,8-Dec-14,525.35,525.1,530.5,513.7,515.6,515.7,520.94,3102060,1615981496,54495,1653982,53.32
TATAMOTORS,EQ,9-Dec-14,515.7,517.25,520.85,501.35,503.25,503.25,509.2,5503173,2802240898,98340,3262514,59.28
TATAMOTORS,EQ,10-Dec-14,503.25,496,514.9,493.2,510,511,506.15,5561474,2814944803,76614,2247672,40.42
TATAMOTORS,EQ,11-Dec-14,511,506.8,512.8,498,504.3,503.9,504,4026431,2029315812,73582,1667749,41.42
TATAMOTORS,EQ,12-Dec-14,503.9,498.9,507.75,496,497.2,499.95,502.36,3859003,1938608441,69189,1939363,50.26
TATAMOTORS,EQ,15-Dec-14,499.95,494.9,501.8,492.35,496.5,493.95,496.98,3855125,1915932113,67407,1872695,48.58
TATAMOTORS,EQ,16-Dec-14,493.95,490,491.7,478.5,486.05,481.65,483.76,4762142,2303735037,130085,2608728,54.78
TATAMOTORS,EQ,17-Dec-14,481.65,478.6,486.4,468.65,475.3,475.8,475.44,6172599,2934724045,80878,3880510,62.87
TATAMOTORS,EQ,18-Dec-14,475.8,481.05,490,480.85,485.05,484.9,485.14,4370887,2120513275,77199,2483541,56.82
TATAMOTORS,EQ,19-Dec-14,484.9,490.3,497.8,484.15,488,485.9,491.42,4616429,2268602553,73032,2573725,55.75
TATAMOTORS,EQ,22-Dec-14,485.9,486.1,497.3,481.35,496,494.7,489.65,3191672,1562805377,68368,1962805,61.5
TATAMOTORS,EQ,23-Dec-14,494.7,496.8,501.45,485.6,488.05,488.15,492.88,4121567,2031447706,48543,2578976,62.57
TATAMOTORS,EQ,24-Dec-14,488.15,490.15,492.75,481.55,483.8,483.95,485.49,6440960,3126997285,44534,3626218,56.3
TATAMOTORS,EQ,26-Dec-14,483.95,483,487.55,478.95,485.4,485.15,482.7,2314336,1117138965,31678,824612,35.63
TATAMOTORS,EQ,29-Dec-14,485.15,485.15,498,485.15,495.5,495.05,494.98,2788674,1380328693,76734,1376782,49.37
TATAMOTORS,EQ,30-Dec-14,495.05,499,499.5,490.25,494.2,493.75,494.02,1683677,831772443.5,27473,704362,41.83
TATAMOTORS,EQ,31-Dec-14,493.75,494.5,498.7,491.05,495.3,495.55,495.24,3183466,1576568979,50748,1056667,33.19
TATAMOTORS,EQ,1-Jan-15,495.55,494.5,499.45,492.25,498.55,498.45,496.76,934528,464233503.4,12769,303443,32.47
TATAMOTORS,EQ,2-Jan-15,498.45,497.25,517.4,497.25,513.5,511.8,510.18,4148596,2116514669,60297,2098181,50.58
TATAMOTORS,EQ,5-Jan-15,511.8,510.1,526,506.7,524.1,523.8,518.6,6686952,3467849662,89227,3696954,55.29
TATAMOTORS,EQ,6-Jan-15,523.8,514.35,514.35,499.25,502,501.4,504.78,7894918,3985170191,160548,4736934,60
TATAMOTORS,EQ,7-Jan-15,501.4,495,500.4,489.2,493.7,493.85,494.52,9134678,4517269079,166649,5515549,60.38
TATAMOTORS,EQ,8-Jan-15,493.85,504,514.8,501,510,512,507.92,5476843,2781791592,118182,3026127,55.25
TATAMOTORS,EQ,9-Jan-15,512,521.25,524.95,515.5,521,522.3,520.89,4010545,2089058223,65449,1490902,37.17
TATAMOTORS,EQ,12-Jan-15,522.3,518.5,524.7,511.25,520.95,522.3,518.46,2533395,1313463756,46938,887960,35.05
TATAMOTORS,EQ,13-Jan-15,522.3,520.35,525.7,515.25,518.85,519.45,520.21,4282874,2227996719,108600,2340841,54.66
TATAMOTORS,EQ,14-Jan-15,519.45,521.5,526.65,513.95,520.2,520.35,519.72,6006186,3121545710,150795,3581116,59.62
TATAMOTORS,EQ,15-Jan-15,520.35,528.3,536,523.75,529.05,532.95,530.82,6829305,3625152252,103995,4508480,66.02
TATAMOTORS,EQ,16-Jan-15,532.95,531.1,535.8,522.4,525.5,525.75,526.46,4205034,2213792796,116101,2354307,55.99
TATAMOTORS,EQ,19-Jan-15,525.75,526.5,539.6,523.15,536.95,538.5,533.54,4568341,2437370244,80811,2643623,57.87
TATAMOTORS,EQ,20-Jan-15,538.5,538.75,561,534.75,559.95,559.2,548.76,6075180,3333843231,113370,3661470,60.27
TATAMOTORS,EQ,21-Jan-15,559.2,556.85,558.45,546,550.45,551.5,551.8,6452158,3560310824,96859,3634084,56.32
TATAMOTORS,EQ,22-Jan-15,551.5,550.65,568.7,548.55,566.1,566.5,562.29,5946787,3343822906,107930,2933534,49.33
TATAMOTORS,EQ,23-Jan-15,566.5,575,591.15,574,586.1,588.45,582.5,7682336,4474984692,92066,3741521,48.7
TATAMOTORS,EQ,27-Jan-15,588.45,596.05,607.7,596.05,606,604.55,601.15,7136967,4290411450,196320,4358018,61.06
TATAMOTORS,EQ,28-Jan-15,604.55,599,599.2,587,588.05,589.2,592.08,8209728,4860791956,104919,5581451,67.99
TATAMOTORS,EQ,29-Jan-15,589.2,586,600.7,580.6,597,598.6,594.14,5812166,3453248020,85051,3459558,59.52
TATAMOTORS,EQ,30-Jan-15,598.6,601.4,604.7,581.1,586.4,585.15,588.21,4136616,2433180217,86101,2241651,54.19
TATAMOTORS,EQ,2-Feb-15,585.15,587.8,595.9,580.85,592.25,592.5,587.98,4316925,2538270511,88096,2469607,57.21
TATAMOTORS,EQ,3-Feb-15,592.5,597.65,612.4,596.2,598.15,603.3,604.73,6035606,3649924354,96822,2269020,37.59
TATAMOTORS,EQ,4-Feb-15,603.3,606.65,606.65,588.2,592,591.4,594.17,3362648,1998001258,47277,1537929,45.74
TATAMOTORS,EQ,5-Feb-15,591.4,591,602.9,582,587.6,589.2,593.51,6774777,4020908756,89368,2681732,39.58
TATAMOTORS,EQ,6-Feb-15,589.2,567.05,572,552.2,559.95,559.6,559.06,12091509,6759853519,138040,6038555,49.94
TATAMOTORS,EQ,9-Feb-15,559.6,550,554.45,541.3,542.8,542.65,548.07,4579430,2509870470,103468,2535079,55.36
TATAMOTORS,EQ,10-Feb-15,542.65,544,568,543.35,563.7,564.1,556.33,5557625,3091876970,152320,2311994,41.6
TATAMOTORS,EQ,11-Feb-15,564.1,567,571.4,553.35,560.15,558.9,558.41,4588336,2562189630,48774,2850580,62.13
TATAMOTORS,EQ,12-Feb-15,558.9,562.2,566,552.5,563.15,561.8,559.76,5430678,3039901219,85995,3393208,62.48
TATAMOTORS,EQ,13-Feb-15,561.8,562.7,567.2,555,565.2,565.55,561.8,3469320,1949049513,52803,1788964,51.57
TATAMOTORS,EQ,16-Feb-15,565.55,569,580.45,565.5,574,574.15,575.4,5732125,3298263770,86836,3385742,59.07
TATAMOTORS,EQ,18-Feb-15,574.15,572.7,587,560.65,583.1,584.3,578.82,5784461,3348168566,82272,2781154,48.08
TATAMOTORS,EQ,19-Feb-15,584.3,586,592.55,572.1,578,576.55,579.88,4271131,2476747491,58383,1971281,46.15
TATAMOTORS,EQ,20-Feb-15,576.55,579.5,585,572.25,580,579.9,579.54,3865784,2240388483,55828,1672931,43.28
TATAMOTORS,EQ,23-Feb-15,579.9,582,584.45,572.05,575.5,574.2,577.53,3008142,1737279132,57776,1616233,53.73
TATAMOTORS,EQ,24-Feb-15,574.2,577,578,559.95,566,564.4,565.35,4304190,2433353029,112352,2595146,60.29
TATAMOTORS,EQ,25-Feb-15,564.4,566.7,576,564,567,568.2,570.34,3050026,1739566334,112897,1421812,46.62
TATAMOTORS,EQ,26-Feb-15,568.2,570.1,572.05,557.35,562.4,560.65,564.14,3533029,1993124712,110847,2132093,60.35
TATAMOTORS,EQ,27-Feb-15,560.65,567.05,581,563.5,574,575.15,573.35,4310800,2471588626,71172,2498817,57.97
TATAMOTORS,EQ,28-Feb-15,575.15,576.85,598.95,563.8,597.5,593.35,581.82,4108469,2390391746,52826,1240001,30.18
TATAMOTORS,EQ,2-Mar-15,593.35,597.4,601,573.1,584.15,585,583.67,4899347,2859614785,87452,1970829,40.23
TATAMOTORS,EQ,3-Mar-15,585,582.5,582.5,572,573,574.1,574.72,3555077,2043190788,61743,1904980,53.58
TATAMOTORS,EQ,4-Mar-15,574.1,581.5,592.1,570.1,574.6,574.1,582.51,6176534,3597863810,100471,3045438,49.31
TATAMOTORS,EQ,5-Mar-15,574.1,576,577.8,567.7,570.6,570.7,570.93,3318912,1894876197,54186,1643994,49.53
TATAMOTORS,EQ,9-Mar-15,570.7,571,573.6,562,563.1,565.1,567.15,3528212,2001038187,79654,1881814,53.34
TATAMOTORS,EQ,10-Mar-15,565.1,567.9,572.7,558.7,561,560.2,565.6,3875591,2192050849,95351,2334109,60.23
TATAMOTORS,EQ,11-Mar-15,560.2,561,565.2,548.2,551.1,550.9,553.58,3151043,1744367346,49654,1446518,45.91
TATAMOTORS,EQ,12-Mar-15,550.9,554.9,566.95,554.3,564.95,563.9,563.09,3394342,1911332414,52210,1824525,53.75
TATAMOTORS,EQ,13-Mar-15,563.9,565.65,565.7,555.1,559,558.35,559.33,5325356,2978626225,78654,3318718,62.32
TATAMOTORS,EQ,16-Mar-15,558.35,559.05,565.7,554.25,558.1,556.9,558.76,2757396,1540715639,55050,1569358,56.91
TATAMOTORS,EQ,17-Mar-15,556.9,564,579,562.4,569.9,571.55,571.05,5338621,3048623056,75991,2596984,48.65
TATAMOTORS,EQ,18-Mar-15,571.55,570.35,571,556.5,560.65,560.2,562.65,4521120,2543808946,93145,2749376,60.81
TATAMOTORS,EQ,19-Mar-15,560.2,565,568.95,551.25,552.45,553.8,560.74,3260146,1828107647,58113,1966729,60.33
TATAMOTORS,EQ,20-Mar-15,553.8,548.95,550.65,541,549,547.6,546.22,5065418,2766821604,118862,3013487,59.49
TATAMOTORS,EQ,23-Mar-15,547.6,548.05,557.8,548.05,552,551.45,552.82,3120391,1725020959,61905,1634524,52.38
TATAMOTORS,EQ,24-Mar-15,551.45,551.8,552.5,528.4,531.8,532.25,541.55,4471090,2421313829,81591,2468536,55.21
TATAMOTORS,EQ,25-Mar-15,532.25,535.5,545.6,533.5,541,541.85,540.09,8533721,4609000426,122890,5830385,68.32
TATAMOTORS,EQ,26-Mar-15,541.85,530.9,539,520.8,526.8,524.25,530.06,6475129,3432233333,87728,3750175,57.92
TATAMOTORS,EQ,27-Mar-15,524.25,525.65,536.8,518.15,535,535.35,530.65,4671141,2478759079,81888,2566513,54.94
TATAMOTORS,EQ,30-Mar-15,535.35,536.85,541.05,531.35,540.2,540,536.09,3969941,2128243271,82911,2347989,59.14
TATAMOTORS,EQ,31-Mar-15,540,540.15,559.8,537.6,550.6,550.2,549.67,5352135,2941888164,142278,2821000,52.71
TATAMOTORS,EQ,1-Apr-15,550.2,549.1,566.4,548,566.1,564.9,557.3,4177702,2328241330,95664,2451421,58.68
TATAMOTORS,EQ,6-Apr-15,564.9,563.9,573.5,555.35,566.5,568.15,569.34,5728358,3261384896,102382,3384350,59.08
TATAMOTORS,EQ,7-Apr-15,568.15,569.05,570.7,554.05,561,560.35,560.6,3201751,1794911677,61991,1682094,52.54
TATAMOTORS,EQ,8-Apr-15,560.35,565,569.6,559.2,563,561.5,564.54,3774897,2131064908,77756,2105004,55.76
TATAMOTORS,EQ,9-Apr-15,561.5,562.8,564.85,552.25,560,559.9,557.8,3043135,1697464027,54869,1388363,45.62
TATAMOTORS,EQ,10-Apr-15,559.9,558.8,569.4,555.55,561.85,562.65,561.79,2808049,1577538987,46542,1150169,40.96
TATAMOTORS,EQ,13-Apr-15,562.65,563,563.9,552.45,556.15,556.25,555.97,2889208,1606307690,87262,1502212,51.99
TATAMOTORS,EQ,15-Apr-15,556.25,551.25,551.25,538.25,539.95,540.45,544.39,4118983,2242315883,137919,2290131,55.6
